instrument,construct,item,key,alpha
Foa1998,Need for Order and Cleanliness,Leave my belongings around.,-1,0.81
Foa1998,Need for Order and Cleanliness,Like order.,1,0.81
Foa1998,Need for Order and Cleanliness,Like to tidy up.,1,0.81
Foa1998,Perfectionism,Mess things up.,1,0.82
Foa1998,Perfectionism,Question my ability to do my work properly.,1,0.82
Foa1998,Perfectionism,Remain calm under pressure.,-1,0.82
Foa1998,Perfectionism,Seldom feel blue.,-1,0.82
Foa1998,Need for Order and Cleanliness,Want everything to add up perfectly.,1,0.81
Foa1998,Need for Order and Cleanliness,Want everything to be just right.,1,0.81
Foa2002,Physical Attractiveness,Am considered attractive by others.,1,0.87
Foa2002,Physical Attractiveness,Attract attention from the opposite sex.,1,0.87
Foa2002,Obsessive-Compulsive Symptoms,Check on things more often than necessary.,1,0.87
Foa2002,Physical Attractiveness,Dislike looking at my body.,-1,0.87
Foa2002,Physical Attractiveness,Dislike looking at myself in the mirror.,-1,0.87
Foa2002,Physical Attractiveness,Don't consider myself attractive.,-1,0.87
Foa2002,Obsessive-Compulsive Symptoms,Feel that I have to repeat certain numbers.,1,0.87
Foa2002,Obsessive-Compulsive Symptoms,Feel that there are good and bad numbers.,1,0.87
Foa2002,Obsessive-Compulsive Symptoms,Find it difficult to touch an object that has been touched by other,1,0.87
Foa2002,Obsessive-Compulsive Symptoms,Get upset by unpleasant thoughts that come into my mind.,1,0.87
Foa2002,Obsessive-Compulsive Symptoms,Get upset if objects are not arranged properly.,1,0.87
Foa2002,Obsessive-Compulsive Symptoms,Get upset if others change the way that I have arranged things.,1,0.87
Foa2002,Physical Attractiveness,Have a pleasing physique.,1,0.87
Foa2002,Obsessive-Compulsive Symptoms,Have difficulty getting rid of nasty thoughts.,1,0.87
Foa2002,Physical Attractiveness,Like to look at my body.,1,0.87
Foa2002,Physical Attractiveness,Like to look at myself in the mirror.,1,0.87
Foa2002,Physical Attractiveness,Like to show off my body.,1,0.87
Foa2002,Obsessive-Compulsive Symptoms,Need things to be arranged in a particular order.,1,0.87
Foa2002,Obsessive-Compulsive Symptoms,"Repeatedly check doors, windows, and drawers.",1,0.87
Foa2002,Obsessive-Compulsive Symptoms,Sometimes have to clean myself simply because I feel contaminated.,1,0.87
Foa2002,Obsessive-Compulsive Symptoms,Wash my hands more often than is necessary.,1,0.87
Goldberg1999,Dissociation,Drove or rode somewhere without remembering later what happened during all or part of the trip.,1,0.9
Goldberg1999,Dissociation,Felt as though I was looking at the world through a fog so that people and objects appeared far away or unclear.,1,0.9
Goldberg1999,Dissociation,Felt like I was disconnected from my body.,1,0.9
Goldberg1999,Dissociation,Felt like I was dreaming when I was awake.,1,0.9
Goldberg1999,Dissociation,Felt that I could not move my hands or feet.,1,0.9
Goldberg1999,Dissociation,"Find that I sometimes sit staring off into space, thinking of nothing, and am not aware of the passage of time.",1,0.9
Goldberg1999,Dissociation,Find that in certain situations I am able to do things with amazing ease and spontaneity that would usually be difficult for me.,1,0.9
Goldberg1999,Dissociation,Find that in one situation I act so differently from when I'm in another situation that I feel almost as if I were two different people.,1,0.9
Goldberg1999,Dissociation,Found evidence that I had done things that I did not remember doing.,1,0.9
Goldberg1999,Dissociation,Found myself dressed in clothes I didn't remember putting on.,1,0.9
Goldberg1999,Dissociation,Found myself in a place and had no idea how I had gotten there.,1,0.9
Goldberg1999,Dissociation,Found new things among my belongings that I didn't remember buying.,1,0.9
Goldberg1999,Dissociation,Found that I became so involved in a fantasy or daydream that it felt like it was really happening to me.,1,0.9
Goldberg1999,Dissociation,Found that I could not remember whether I had done something or had just thought about doing that thing.,1,0.9
Goldberg1999,Dissociation,"Found that I had no memory for some important event in my life (for example, a wedding or graduation).",1,0.9
Goldberg1999,Dissociation,Found that I heard voices inside my head that told me to do things or commented on things that I was doing.,1,0.9
Goldberg1999,Dissociation,Found that I was able to ignore pain.,1,0.9
Goldberg1999,Dissociation,Found that when I was watching television or a movie I became so absorbed in the story that I was unaware of other events happening around me.,1,0.9
Goldberg1999,Dissociation,"Found writings, drawings, or notes among my belongings that I must have done but cannot remember doing.",1,0.9
Goldberg1999,Dissociation,Had the experience of being accused of lying when I did not think I had lied.,1,0.9
Goldberg1999,Dissociation,Had the experience of being in a familiar place but finding it strange and unfamiliar.,1,0.9
Goldberg1999,Dissociation,"Had the experience of feeling as though I was standing next to myself, or watching myself as if I was looking at a different person.",1,0.9
Goldberg1999,Dissociation,Had the experience of feeling that my body did not belong to me.,1,0.9
Goldberg1999,Dissociation,"Had the experience of feeling that other people, objects, and the world around me were not real.",1,0.9
Goldberg1999,Dissociation,Had the experience of looking in a mirror and not recognizing myself.,1,0.9
Goldberg1999,Dissociation,"Had the experience of not being sure whether things I remember happening really did happen, or whether I just dreamed them.",1,0.9
Goldberg1999,Dissociation,Had the experience of remembering a past event so vividly that it felt like I was reliving that event.,1,0.9
Goldberg1999,Dissociation,Talked out loud to myself.,1,0.9
Goldberg1999,Dissociation,Was approached by someone I didn't know who called me by another name or who insisted that he or she had met me before.,1,0.9
Goldberg1999,Dissociation,Was listening to someone talk and suddenly realized I did not hear part or all of what was said.,1,0.9
Goldberg1999,Dissociation,Was told that I sometimes do not recognize a friend or family member.,1,0.9
HEXACO_PI,Gentleness,Accept people as they are.,1,0.81
HEXACO_PI,Prudence,Act impulsively when something is bothering me.,-1,0.8
HEXACO_PI,Sincerity,Act like different people in different situations.,-1,0.81
HEXACO_PI,Flexibility,Adjust easily.,1,0.73
HEXACO_PI,Equity/Fairness,Admire a really clever scam.,-1,0.77
HEXACO_PI,Fearfulness,Am a physical coward.,1,0.84
HEXACO_PI,Flexibility,Am annoyed by others' mistakes.,-1,0.73
HEXACO_PI,Unconventionality,Am considered to be kind of eccentric.,1,0.84
HEXACO_PI,Sentimentality,Am deeply moved by others' misfortunes.,1,0.79
HEXACO_PI,Patience,Am easily annoyed.,-1,0.88
HEXACO_PI,Diligence,Am exacting in my work.,1,0.81
HEXACO_PI,Creativity/Originality,Am full of ideas.,1,0.85
HEXACO_PI,Social Boldness,Am good at making impromptu speeches.,1,0.86
HEXACO_PI,Flexibility,Am good at taking advice.,1,0.73
HEXACO_PI,Flexibility,Am hard to convince.,-1,0.73
HEXACO_PI,Sociability,Am hard to get to know.,-1,0.85
HEXACO_PI,Flexibility,Am hard to reason with.,-1,0.73
HEXACO_PI,Flexibility,Am hard to satisfy.,-1,0.73
HEXACO_PI,Forgiveness/Mercy,Am inclined to forgive others.,1,0.78
HEXACO_PI,Inquisitiveness,Am interested in science.,1,0.78
HEXACO_PI,Modesty/Humility,Am just an ordinary person.,1,0.81
HEXACO_PI,Modesty/Humility,Am likely to show off if I get the chance.,-1,0.81
HEXACO_PI,Greed Avoidance,Am mainly interested in money.,-1,0.69
HEXACO_PI,Modesty/Humility,Am more capable than most others.,-1,0.81
HEXACO_PI,Expressiveness,Am never at a loss for words.,1,0.84
HEXACO_PI,Forgiveness/Mercy,Am nice to people I should be angry at.,1,0.78
HEXACO_PI,Organization,Am not bothered by disorder.,-1,0.85
HEXACO_PI,Anxiety,Am not easily disturbed by events.,-1,0.85
HEXACO_PI,Greed Avoidance,Am out for my own personal gain.,-1,0.69
HEXACO_PI,Gentleness,Am quick to judge others.,-1,0.81
HEXACO_PI,Sentimentality,Am seldom bothered by the apparent suffering of strangers.,-1,0.79
HEXACO_PI,Sentimentality,Am sensitive to the needs of others.,1,0.79
HEXACO_PI,Expressiveness,Am the life of the party.,1,0.84
HEXACO_PI,Patience,Am usually a patient person.,1,0.88
HEXACO_PI,Liveliness,Am usually active and full of energy.,1,0.82
HEXACO_PI,Fearfulness,Am willing to take risks.,-1,0.84
HEXACO_PI,Inquisitiveness,Avoid difficult reading material.,-1,0.78
HEXACO_PI,Prudence,Avoid mistakes.,1,0.8
HEXACO_PI,Gentleness,Become frustrated and angry with people when they don't live up to my expectations.,-1,0.81
HEXACO_PI,Fearfulness,Begin to panic when there is danger.,1,0.84
HEXACO_PI,Modesty/Humility,Believe that I am better than others.,-1,0.81
HEXACO_PI,Modesty/Humility,Boast about my virtues.,-1,0.81
HEXACO_PI,Expressiveness,Bottle up my feelings.,-1,0.84
HEXACO_PI,Conformity/Dependence/Need for approval,Can't do without the company of others.,1,0.73
HEXACO_PI,Flexibility,Can't stand being contradicted.,-1,0.73
HEXACO_PI,Creativity/Originality,Carry the conversation to a higher level.,1,0.85
HEXACO_PI,Equity/Fairness,Cheat on people who have trusted me.,-1,0.77
HEXACO_PI,Equity/Fairness,Cheat to get ahead.,-1,0.77
HEXACO_PI,Creativity/Originality,Come up with something new.,1,0.85
HEXACO_PI,Diligence,Complete tasks successfully.,1,0.81
HEXACO_PI,Modesty/Humility,Consider myself an average person.,1,0.81
HEXACO_PI,Gentleness,Criticize others' shortcomings.,-1,0.81
HEXACO_PI,Perfectionism,Demand quality.,1,0.8
HEXACO_PI,Perfectionism,Detect mistakes.,1,0.8
HEXACO_PI,Perfectionism,Dislike imperfect work.,1,0.8
HEXACO_PI,Forgiveness/Mercy,Distrust people.,-1,0.78
HEXACO_PI,Diligence,Do just enough work to get by.,-1,0.81
HEXACO_PI,Aesthetic Appreciation/Artistic Interests,Do not enjoy watching dance performances.,-1,0.83
HEXACO_PI,Creativity/Originality,Do not have a good imagination.,-1,0.85
HEXACO_PI,Aesthetic Appreciation/Artistic Interests,Do not like art.,-1,0.83
HEXACO_PI,Aesthetic Appreciation/Artistic Interests,Do not like concerts.,-1,0.83
HEXACO_PI,Prudence,Do things according to a plan.,1,0.8
HEXACO_PI,Unconventionality,Do things that others find strange.,1,0.84
HEXACO_PI,Prudence,Do things without thinking of the consequences.,-1,0.8
HEXACO_PI,Diligence,Do too little work.,-1,0.81
HEXACO_PI,Inquisitiveness,Don't bother worrying about political and social problems.,-1,0.78
HEXACO_PI,Organization,Don't finish the things that I start.,-1,0.85
HEXACO_PI,Inquisitiveness,Don't know much about history.,-1,0.78
HEXACO_PI,Prudence,Don't know why I do some of the things I do.,-1,0.8
HEXACO_PI,Expressiveness,Don't like to draw attention to myself.,-1,0.84
HEXACO_PI,Social Boldness,Don't mind being the center of attention.,1,0.86
HEXACO_PI,Sincerity,Don't pretend to be more than I am.,1,0.81
HEXACO_PI,Greed Avoidance,Don't strive for elegance in my appearance.,1,0.69
HEXACO_PI,Expressiveness,Don't talk a lot.,-1,0.84
HEXACO_PI,Modesty/Humility,Don't think that I'm better than other people.,1,0.81
HEXACO_PI,Sociability,Enjoy being part of a group.,1,0.85
HEXACO_PI,Unconventionality,Enjoy being thought of as a normal mainstream person.,-1,0.84
HEXACO_PI,Aesthetic Appreciation/Artistic Interests,"Enjoy feeling ""close to the earth.""",1,0.83
HEXACO_PI,Inquisitiveness,Enjoy intellectual games.,1,0.78
HEXACO_PI,Fearfulness,Face danger confidently.,-1,0.84
HEXACO_PI,Social Boldness,Feel comfortable around people.,1,0.86
HEXACO_PI,Liveliness,Feel healthy and vibrant most of the time.,1,0.82
HEXACO_PI,Sentimentality,Feel others' emotions.,1,0.79
HEXACO_PI,Liveliness,Feel that I have a lot of inner strength.,1,0.82
HEXACO_PI,Forgiveness/Mercy,Feel that most people can't be trusted.,-1,0.78
HEXACO_PI,Gentleness,Find fault with everything.,-1,0.81
HEXACO_PI,Social Boldness,Find it difficult to approach others.,-1,0.86
HEXACO_PI,Forgiveness/Mercy,Find it hard to forgive others.,-1,0.78
HEXACO_PI,Sincerity,Find it necessary to please the people who have power.,-1,0.81
HEXACO_PI,Inquisitiveness,Find political discussions interesting.,1,0.78
HEXACO_PI,Patience,Find that it takes a lot to make me feel angry at someone.,1,0.88
HEXACO_PI,Patience,Get angry easily.,-1,0.88
HEXACO_PI,Forgiveness/Mercy,Get back at people who insult me.,-1,0.78
HEXACO_PI,Organization,Get chores done right away.,1,0.85
HEXACO_PI,Forgiveness/Mercy,Get even with others.,-1,0.78
HEXACO_PI,Patience,Get irritated easily.,-1,0.88
HEXACO_PI,Diligence,Get started quickly on doing a job.,1,0.81
HEXACO_PI,Anxiety,Get upset by unpleasant thoughts that come into my mind.,1,0.85
HEXACO_PI,Patience,Get upset easily.,-1,0.88
HEXACO_PI,Flexibility,Get upset if others change the way that I have arranged things.,-1,0.73
HEXACO_PI,Diligence,Hang around doing nothing.,-1,0.81
HEXACO_PI,Social Boldness,Hate being the center of attention.,-1,0.86
HEXACO_PI,Gentleness,Have a good word for everyone.,1,0.81
HEXACO_PI,Liveliness,Have a lot of fun.,1,0.82
HEXACO_PI,Inquisitiveness,Have a rich vocabulary.,1,0.78
HEXACO_PI,Gentleness,Have a sharp tongue.,-1,0.81
HEXACO_PI,Greed Avoidance,Have a strong need for power.,-1,0.69
HEXACO_PI,Social Boldness,Have a strong personality.,1,0.86
HEXACO_PI,Creativity/Originality,Have a vivid imagination.,1,0.85
HEXACO_PI,Perfectionism,Have an eye for detail.,1,0.8
HEXACO_PI,Expressiveness,"Have an intense, boisterous laugh.",1,0.84
HEXACO_PI,Creativity/Originality,Have difficulty imagining things.,-1,0.85
HEXACO_PI,Creativity/Originality,Have excellent ideas.,1,0.85
HEXACO_PI,Liveliness,Have great stamina.,1,0.82
HEXACO_PI,Social Boldness,Have leadership abilities.,1,0.86
HEXACO_PI,Social Boldness,Have little to say.,-1,0.86
HEXACO_PI,Aesthetic Appreciation/Artistic Interests,Have read the great literary classics.,1,0.83
HEXACO_PI,Creativity/Originality,Have trouble guessing how others will react.,-1,0.85
HEXACO_PI,Forgiveness/Mercy,Hold a grudge.,-1,0.78
HEXACO_PI,Sentimentality,Immediately feel sad when hearing of an unhappy event.,1,0.79
HEXACO_PI,Prudence,Jump into things without thinking.,-1,0.8
HEXACO_PI,Social Boldness,Keep in the background.,-1,0.86
HEXACO_PI,Sociability,Keep others at a distance.,-1,0.85
HEXACO_PI,Organization,Keep things tidy.,1,0.85
HEXACO_PI,Unconventionality,Know that my ideas sometimes surprise people.,1,0.84
HEXACO_PI,Liveliness,Laugh a lot.,1,0.82
HEXACO_PI,Organization,Leave a mess in my room.,-1,0.85
HEXACO_PI,Organization,Leave my belongings around.,-1,0.85
HEXACO_PI,Conformity/Dependence/Need for approval,Let myself be influenced by others.,1,0.73
HEXACO_PI,Sincerity,Let people push me around to help them feel important.,-1,0.81
HEXACO_PI,Organization,Like order.,1,0.85
HEXACO_PI,Modesty/Humility,Like to attract attention.,-1,0.81
HEXACO_PI,Unconventionality,Like to be thought of as a normal kind of person.,-1,0.84
HEXACO_PI,Unconventionality,Like to be viewed as proper and conventional.,-1,0.84
HEXACO_PI,Fearfulness,Like to do frightening things.,-1,0.84
HEXACO_PI,Organization,Like to tidy up.,1,0.85
HEXACO_PI,Patience,Lose my temper.,-1,0.88
HEXACO_PI,Fearfulness,Love dangerous situations.,-1,0.84
HEXACO_PI,Greed Avoidance,Love luxury.,-1,0.69
HEXACO_PI,Forgiveness/Mercy,Love my enemies.,1,0.78
HEXACO_PI,Sociability,Love to chat.,1,0.85
HEXACO_PI,Inquisitiveness,Love to read challenging material.,1,0.78
HEXACO_PI,Creativity/Originality,Love to think up new ways of doing things.,1,0.85
HEXACO_PI,Liveliness,Maintain high energy throughout the day.,1,0.82
HEXACO_PI,Prudence,Make a fool of myself.,-1,0.8
HEXACO_PI,Prudence,Make careless mistakes.,-1,0.8
HEXACO_PI,Sociability,Make friends easily.,1,0.85
HEXACO_PI,Prudence,Make plans and stick to them.,1,0.8
HEXACO_PI,Prudence,Make rash decisions.,-1,0.8
HEXACO_PI,Conformity/Dependence/Need for approval,Need protection.,1,0.73
HEXACO_PI,Conformity/Dependence/Need for approval,Need reassurance.,1,0.73
HEXACO_PI,Conformity/Dependence/Need for approval,Need the approval of others.,1,0.73
HEXACO_PI,Liveliness,Often feel blue.,-1,0.82
HEXACO_PI,Organization,Often forget to put things back in their proper place.,-1,0.85
HEXACO_PI,Conformity/Dependence/Need for approval,Often need help.,1,0.73
HEXACO_PI,Perfectionism,Pay attention to details.,1,0.8
HEXACO_PI,Perfectionism,Pay too little attention to details.,-1,0.8
HEXACO_PI,Sincerity,Play a role in order to impress people.,-1,0.81
HEXACO_PI,Greed Avoidance,Prefer to eat at expensive restaurants.,-1,0.69
HEXACO_PI,Perfectionism,Prefer to just let things happen.,-1,0.8
HEXACO_PI,Sincerity,Pretend to be concerned for others.,-1,0.81
HEXACO_PI,Diligence,Push myself very hard to succeed.,1,0.81
HEXACO_PI,Sincerity,Put on a show to impress people.,-1,0.81
HEXACO_PI,Diligence,Quickly lose interest in the tasks I start.,-1,0.81
HEXACO_PI,Gentleness,Rarely complain.,1,0.81
HEXACO_PI,Sentimentality,Rarely cry during sad movies.,-1,0.79
HEXACO_PI,Sociability,Rarely enjoy being with people.,-1,0.85
HEXACO_PI,Patience,Rarely feel angry with people.,1,0.88
HEXACO_PI,Patience,Rarely get irritated.,1,0.88
HEXACO_PI,Flexibility,React strongly to criticism.,-1,0.73
HEXACO_PI,Unconventionality,Rebel against authority.,1,0.84
HEXACO_PI,Anxiety,Remain calm under pressure.,-1,0.85
HEXACO_PI,Equity/Fairness,Return extra change when a cashier makes a mistake.,1,0.77
HEXACO_PI,Expressiveness,Say little.,-1,0.84
HEXACO_PI,Modesty/Humility,See myself as an average person.,1,0.81
HEXACO_PI,Greed Avoidance,Seek status.,-1,0.69
HEXACO_PI,Conformity/Dependence/Need for approval,Seek support.,1,0.73
HEXACO_PI,Sociability,Seem to derive less enjoyment from interacting with people than others do.,-1,0.85
HEXACO_PI,Creativity/Originality,Seldom experience sudden intuitive insights.,-1,0.85
HEXACO_PI,Sentimentality,Seldom feel weepy while reading the sad part of a story.,-1,0.79
HEXACO_PI,Sentimentality,Seldom get emotional.,-1,0.79
HEXACO_PI,Patience,Seldom get mad.,1,0.88
HEXACO_PI,Conformity/Dependence/Need for approval,Show my sadness.,1,0.73
HEXACO_PI,Liveliness,Smile a lot.,1,0.82
HEXACO_PI,Gentleness,Speak ill of others.,-1,0.81
HEXACO_PI,Expressiveness,Speak softly.,-1,0.84
HEXACO_PI,Equity/Fairness,Steal things.,-1,0.77
HEXACO_PI,Diligence,Stop when work becomes too difficult.,-1,0.81
HEXACO_PI,Conformity/Dependence/Need for approval,Suspect that my facial expressions give me away when I feel sad.,1,0.73
HEXACO_PI,Unconventionality,Swim against the current.,1,0.84
HEXACO_PI,Sincerity,Switch my loyalties when I feel like it.,-1,0.81
HEXACO_PI,Gentleness,Take things as they come.,1,0.81
HEXACO_PI,Expressiveness,Talk a lot.,1,0.84
HEXACO_PI,Sincerity,Tell other people what they want to hear so that they will do what I want them to do.,-1,0.81
HEXACO_PI,Expressiveness,Tell people about it when I'm irritated.,1,0.84
HEXACO_PI,Liveliness,Tire out quickly.,-1,0.82
HEXACO_PI,Fearfulness,Tremble in dangerous situations.,1,0.84
HEXACO_PI,Unconventionality,Try to avoid complex people.,-1,0.84
HEXACO_PI,Equity/Fairness,Try to follow the rules.,1,0.77
HEXACO_PI,Forgiveness/Mercy,Try to forgive and forget.,1,0.78
HEXACO_PI,Greed Avoidance,Try to impress others.,-1,0.69
HEXACO_PI,Sincerity,Use flattery to get ahead.,-1,0.81
HEXACO_PI,Sociability,Usually like to spend my free time with people.,1,0.85
HEXACO_PI,Perfectionism,Want everything to add up perfectly.,1,0.8
HEXACO_PI,Organization,Want everything to be just right.,1,0.85
HEXACO_PI,Conformity/Dependence/Need for approval,Want to be liked.,1,0.73
HEXACO_PI,Flexibility,"When interacting with a group of people, am often bothered by at least one of them.",-1,0.73
HEXACO_PI,Inquisitiveness,Will not probe deeply into a subject.,-1,0.78
HEXACO_PI,Greed Avoidance,Wish to stay young forever.,-1,0.69
HEXACO_PI,Diligence,Work hard.,1,0.81
HEXACO_PI,Social Boldness,Would be afraid to give a speech in public.,-1,0.86
HEXACO_PI,Fearfulness,Would be good at rescuing people from a burning building.,-1,0.84
HEXACO_PI,Fearfulness,Would fear walking in a high-crime part of a city.,1,0.84
HEXACO_PI,Equity/Fairness,Would feel very badly for a long time if I were to steal from someone.,1,0.77
HEXACO_PI,Unconventionality,Would hate to be considered odd or strange.,-1,0.84
HEXACO_PI,Modesty/Humility,Would like to have more power than other people.,-1,0.81
HEXACO_PI,Inquisitiveness,Would love to explore strange places.,1,0.78
HEXACO_PI,Equity/Fairness,Would never cheat on my taxes.,1,0.77
HEXACO_PI,Fearfulness,Would never go riding down a stretch of rapids in a canoe.,1,0.84
HEXACO_PI,Equity/Fairness,Would never take things that aren't mine.,1,0.77
HEXACO_PI,Sociability,Would not enjoy a job that involves a lot of social interaction.,-1,0.85
HEXACO_PI,Greed Avoidance,Would not enjoy being a famous celebrity.,1,0.69
HEXACO_PI,Equity/Fairness,Would not regret my behavior if I were to take advantage of someone impulsively.,-1,0.77
Hoyle2002,Risk-taking/Sensation-Seeking/Thrill-Seeking,Act wild and crazy.,1,0.84
Hoyle2002,Risk-taking/Sensation-Seeking/Thrill-Seeking,Am a physical coward.,-1,0.78
Hoyle2002,Risk-taking/Sensation-Seeking/Thrill-Seeking,Am afraid of heights.,-1,0.78
Hoyle2002,Risk-taking/Sensation-Seeking/Thrill-Seeking,Am afraid of large dogs.,-1,0.78
Hoyle2002,Risk-taking/Sensation-Seeking/Thrill-Seeking,Am easily talked into doing silly things.,1,0.84
Hoyle2002,Risk-taking/Sensation-Seeking/Thrill-Seeking,Am open to new experiences.,1,0.78
Hoyle2002,Risk-taking/Sensation-Seeking/Thrill-Seeking,"Am unpredictable, people never know what I am going to say.",1,0.84
Hoyle2002,Risk-taking/Sensation-Seeking/Thrill-Seeking,Am willing to take risks.,1,0.78
Hoyle2002,Risk-taking/Sensation-Seeking/Thrill-Seeking,Do unexpected things.,1,0.84
Hoyle2002,Risk-taking/Sensation-Seeking/Thrill-Seeking,Enjoy wild flights of fantasy.,1,0.84
Hoyle2002,Risk-taking/Sensation-Seeking/Thrill-Seeking,Face danger confidently.,1,0.78
Hoyle2002,Risk-taking/Sensation-Seeking/Thrill-Seeking,Might actually enjoy being caught in an earthquake or tornado.,1,0.86
Hoyle2002,Risk-taking/Sensation-Seeking/Thrill-Seeking,Might enjoy a free fall from an airplane.,1,0.86
Hoyle2002,Risk-taking/Sensation-Seeking/Thrill-Seeking,Might enjoy the thrill of being lost at sea.,1,0.86
Hoyle2002,Risk-taking/Sensation-Seeking/Thrill-Seeking,Prefer fear to boredom.,1,0.86
Hoyle2002,Risk-taking/Sensation-Seeking/Thrill-Seeking,Seek adventure.,1,0.84
Hoyle2002,Risk-taking/Sensation-Seeking/Thrill-Seeking,Take risks.,1,0.84
Hoyle2002,Risk-taking/Sensation-Seeking/Thrill-Seeking,Try to stay inside when the weather is bad.,-1,0.78
Hoyle2002,Risk-taking/Sensation-Seeking/Thrill-Seeking,Would be good at rescuing people from a burning building.,1,0.78
Hoyle2002,Risk-taking/Sensation-Seeking/Thrill-Seeking,Would enjoy being out on a sailboat during a storm.,1,0.86
Hoyle2002,Risk-taking/Sensation-Seeking/Thrill-Seeking,Would fear walking in a high-crime part of a city.,-1,0.86
Hoyle2002,Risk-taking/Sensation-Seeking/Thrill-Seeking,Would like to try bungee jumping.,1,0.86
Hoyle2002,Risk-taking/Sensation-Seeking/Thrill-Seeking,Would love to explore strange places.,1,0.78
Hoyle2002,Risk-taking/Sensation-Seeking/Thrill-Seeking,Would never go riding down a stretch of rapids in a canoe.,-1,0.78
HPI,Competence,Accomplish a lot of work.,1,0.8
HPI,Cooperation,Act wild and crazy.,-1,0.76
HPI,Toughness,Am afraid that I will do the wrong thing.,-1,0.77
HPI,Leadership,Am easily discouraged.,-1,0.82
HPI,Leadership,Am easily intimidated.,-1,0.82
HPI,Calmness,Am easy to satisfy.,1,0.76
HPI,Friendliness,Am interested in people.,1,0.86
HPI,Stability,Am not easily annoyed.,1,0.86
HPI,Toughness,Am not embarrassed easily.,1,0.77
HPI,Creativity/Originality,Am not interested in abstract ideas.,-1,0.83
HPI,Friendliness,Am not really interested in others.,-1,0.86
HPI,Competence,Am not sure where my life is going.,-1,0.8
HPI,Stability,Am often in a bad mood.,-1,0.86
HPI,Calmness,Am on good terms with nearly everyone.,1,0.76
HPI,Calmness,Am quick to judge others.,-1,0.76
HPI,Stability,Am relaxed most of the time.,1,0.86
HPI,Happiness,Am very pleased with myself.,1,0.87
HPI,Sociability,Amuse my friends.,1,0.75
HPI,Toughness,Automatically take charge.,1,0.77
HPI,Creativity/Originality,Avoid difficult reading material.,-1,0.83
HPI,Cooperation,Break rules.,-1,0.76
HPI,Competence,Carry out my plans.,1,0.8
HPI,Friendliness,Cheer people up.,1,0.86
HPI,Competence,Complete tasks successfully.,1,0.8
HPI,Gregariousness,Dislike being the center of attention.,-1,0.86
HPI,Sociability,Dislike loud music.,-1,0.75
HPI,Dutifulness,Do crazy things.,-1,0.78
HPI,Competence,Do just enough work to get by.,-1,0.8
HPI,Dutifulness,Do things that others find strange.,-1,0.78
HPI,Dutifulness,Do unexpected things.,-1,0.78
HPI,Gregariousness,Don't mind being the center of attention.,1,0.86
HPI,Dutifulness,Enjoy being reckless.,-1,0.78
HPI,Cooperation,Enjoy wild flights of fantasy.,-1,0.76
HPI,Friendliness,Feel at ease with people.,1,0.86
HPI,Happiness,Feel desperate.,-1,0.87
HPI,Toughness,Feel that I'm unable to deal with things.,-1,0.77
HPI,Competence,Feel that my life lacks direction.,-1,0.8
HPI,Cooperation,Feel that people have a hard time understanding me.,-1,0.76
HPI,Toughness,Feel threatened easily.,-1,0.77
HPI,Leadership,Find it difficult to approach others.,-1,0.82
HPI,Competence,Get things done quickly.,1,0.8
HPI,Competence,Hang around doing nothing.,-1,0.8
HPI,Leadership,Have a low opinion of myself.,-1,0.82
HPI,Quickness,Have a poor vocabulary.,-1,0.82
HPI,Quickness,Have a rich vocabulary.,1,0.82
HPI,Calmness,Have a sharp tongue.,-1,0.76
HPI,Stability,Have days when I'm mad at the world.,-1,0.86
HPI,Stability,Have frequent mood swings.,-1,0.86
HPI,Gregariousness,Have little to say.,-1,0.86
HPI,Calmness,Hold a grudge.,-1,0.76
HPI,Creativity/Originality,Know how things work.,1,0.83
HPI,Gregariousness,Know how to captivate people.,1,0.86
HPI,Sociability,Like to amuse others.,1,0.75
HPI,Sociability,Like to attract attention.,1,0.75
HPI,Quickness,Like to read.,1,0.82
HPI,Cooperation,Look for hidden meanings in things.,-1,0.76
HPI,Sociability,Love action.,1,0.75
HPI,Sociability,Love large parties.,1,0.75
HPI,Creativity/Originality,Love to read challenging material.,1,0.83
HPI,Sociability,Make myself the center of attention.,1,0.75
HPI,Competence,Mess things up.,-1,0.8
HPI,Happiness,Often feel blue,-1,0.87
HPI,Toughness,Often feel uncomfortable around others.,-1,0.77
HPI,Cooperation,Oppose authority.,-1,0.76
HPI,Quickness,Quick to understand things.,1,0.82
HPI,Toughness,Quickly recognize possibilities.,1,0.77
HPI,Stability,Rarely get irritated.,1,0.86
HPI,Cooperation,Rarely overindulge.,1,0.76
HPI,Quickness,Read quickly.,1,0.82
HPI,Quickness,Read slowly.,-1,0.82
HPI,Happiness,Readily overcome setbacks.,1,0.87
HPI,Toughness,Remain calm under pressure.,1,0.77
HPI,Cooperation,Resist authority.,-1,0.76
HPI,Sociability,Seek adventure.,1,0.75
HPI,Calmness,Seldom take offense.,1,0.76
HPI,Quickness,Skip difficult words while reading.,-1,0.82
HPI,Calmness,Speak ill of others.,-1,0.76
HPI,Cooperation,Suspect hidden motives in others.,-1,0.76
HPI,Cooperation,Swim against the current.,-1,0.76
HPI,Leadership,Take the initiative.,1,0.82
HPI,Leadership,Think highly of myself.,1,0.82
HPI,Creativity/Originality,Try to avoid complex people.,-1,0.83
HPI,Toughness,Want to be in charge.,1,0.77
HPI,Friendliness,Want to be left alone.,-1,0.86
